REP_PERIOD,FUND_TYP,COD_BUDGET,COD_INCO,NAME_INC,ZAT_AMT,PLANS_AMT,FAKT_AMT,CITY
2022-02-28,T,26000000000,19010100,"Екологічний податок, який справляється за викиди в атмосферне повітря забруднюючих речовин стаціонарними джерелами забруднення (за винятком викидів в атмосферне повітря двоокису вуглецю)",16591700,0,2800883.61,Kyiv
2022-02-28,S,26000000000,19010200,Надходження від скидів забруднюючих речовин безпосередньо у водні об’єкти,9023300,0,2733721.45,Kyiv
2022-02-28,T,26000000000,19010200,Надходження від скидів забруднюючих речовин безпосередньо у водні об’єкти,9023300,0,2733721.45,Kyiv
2022-02-28,S,26000000000,19010300,"Надходження від розміщення відходів у спеціально відведених для цього місцях чи на об’єктах, крім розміщення окремих видів відходів як вторинної сировини",10155000,0,2294599.61,Kyiv
2022-02-28,T,26000000000,19010300,"Надходження від розміщення відходів у спеціально відведених для цього місцях чи на об’єктах, крім розміщення окремих видів відходів як вторинної сировини",10155000,0,2294599.61,Kyiv
2022-02-28,C,26000000000,21010300,"Частина чистого прибутку (доходу) комунальних унітарних підприємств та їх об'єднань, що вилучається до відповідного місцевого бюджету",35000000,NA,7052662.35,Kyiv
2022-02-28,T,26000000000,21010300,"Частина чистого прибутку (доходу) комунальних унітарних підприємств та їх об'єднань, що вилучається до відповідного місцевого бюджету",35000000,0,7052662.35,Kyiv
2022-02-28,S,26000000000,21010800,"Дивіденди (дохід), нараховані на акції (частки) господарських товариств, у статутних капіталах яких є майно Автономної Республіки Крим, комунальна власність",10000000,0,0,Kyiv
2022-02-28,T,26000000000,21010800,"Дивіденди (дохід), нараховані на акції (частки) господарських товариств, у статутних капіталах яких є майно Автономної Республіки Крим, комунальна власність",10000000,0,0,Kyiv
2022-02-28,C,26000000000,21080500,Інші надходження,0,NA,957077.27,Kyiv
2022-02-28,T,26000000000,21080500,Інші надходження,0,0,957077.27,Kyiv
2022-02-28,C,26000000000,21080900,"Штрафні санкції за порушення законодавства про патентування, за порушення норм регулювання обігу готівки та про застосування реєстраторів розрахункових операцій у сфері торгівлі, громадського харчування та послуг",100000,NA,203789.73,Kyiv
2022-02-28,T,26000000000,21080900,"Штрафні санкції за порушення законодавства про патентування, за порушення норм регулювання обігу готівки та про застосування реєстраторів розрахункових операцій у сфері торгівлі, громадського харчування та послуг",100000,0,203789.73,Kyiv
2022-02-28,C,26000000000,21081100,Адміністративні штрафи та інші санкції,100000,NA,12747642.85,Kyiv
2022-02-28,T,26000000000,21081100,Адміністративні штрафи та інші санкції,100000,0,12747642.85,Kyiv
2022-02-28,C,26000000000,21081500,Адміністративні штрафи та штрафні санкції за порушення законодавства у сфері виробництва та обігу алкогольних напоїв та тютюнових виробів,100000,NA,1988200.94,Kyiv
2022-02-28,T,26000000000,21081500,Адміністративні штрафи та штрафні санкції за порушення законодавства у сфері виробництва та обігу алкогольних напоїв та тютюнових виробів,100000,0,1988200.94,Kyiv
2022-02-28,C,26000000000,22010300,"Адміністративний збір за проведення державної реєстрації юридичних осіб,  фізичних осіб – підприємців та громадських формувань",16000000,NA,2444630.73,Kyiv
2022-02-28,T,26000000000,22010300,"Адміністративний збір за проведення державної реєстрації юридичних осіб,  фізичних осіб – підприємців та громадських формувань",16000000,0,2444630.73,Kyiv
2022-02-28,C,26000000000,22010500,"Плата за ліцензії на виробництво спирту етилового, коньячного і плодового та зернового дистиляту, дистиляту виноградного спиртового, біоетанолу, алкогольних напоїв, тютюнових виробів та рідин, що використовуються в електронних сигаретах",0,NA,7820,Kyiv
2022-02-28,T,26000000000,22010500,"Плата за ліцензії на виробництво спирту етилового, коньячного і плодового та зернового дистиляту, дистиляту виноградного спиртового, біоетанолу, алкогольних напоїв, тютюнових виробів та рідин, що використовуються в електронних сигаретах",0,0,7820,Kyiv
2022-02-28,C,26000000000,22010900,"Плата за державну реєстрацію (крім адміністративного збору за проведення державної реєстрації юридичних осіб, фізичних осіб – підприємців та громадських формувань)",5000000,NA,498779.67,Kyiv
2022-02-28,T,26000000000,22010900,"Плата за державну реєстрацію (крім адміністративного збору за проведення державної реєстрації юридичних осіб, фізичних осіб – підприємців та громадських формувань)",5000000,0,498779.67,Kyiv
2022-02-28,C,26000000000,22011000,"Плата за ліцензії на право оптової торгівлі алкогольними напоями, тютюновими виробами та рідинами, що використовуються в електронних сигаретах",68100000,NA,5613760,Kyiv
2022-02-28,T,26000000000,22011000,"Плата за ліцензії на право оптової торгівлі алкогольними напоями, тютюновими виробами та рідинами, що використовуються в електронних сигаретах",68100000,0,5613760,Kyiv
2022-02-28,C,26000000000,22011100,"Плата за ліцензії на право роздрібної торгівлі алкогольними напоями, тютюновими виробами та рідинами, що використовуються в електронних сигаретах",120000000,NA,26513326.92,Kyiv
2022-02-28,T,26000000000,22011100,"Плата за ліцензії на право роздрібної торгівлі алкогольними напоями, тютюновими виробами та рідинами, що використовуються в електронних сигаретах",120000000,0,26513326.92,Kyiv
2022-02-28,C,26000000000,22011800,"Плата за ліцензії та сертифікати, що сплачується ліцензіатами за місцем здійснення діяльності",4600000,NA,1007985.9,Kyiv
2022-02-28,T,26000000000,22011800,"Плата за ліцензії та сертифікати, що сплачується ліцензіатами за місцем здійснення діяльності",4600000,0,1007985.9,Kyiv
2022-02-28,C,26000000000,22012500,Плата за надання інших адміністративних послуг,260000000,NA,50813512.16,Kyiv
2022-02-28,T,26000000000,22012500,Плата за надання інших адміністративних послуг,260000000,0,50813512.16,Kyiv
2022-02-28,C,26000000000,22012600,Адміністративний збір за державну реєстрацію речових прав на нерухоме майно та їх обтяжень,4700000,NA,1036163.36,Kyiv
2022-02-28,T,26000000000,22012600,Адміністративний збір за державну реєстрацію речових прав на нерухоме майно та їх обтяжень,4700000,0,1036163.36,Kyiv
2022-02-28,C,26000000000,22012900,"Плата за скорочення термінів надання послуг у сфері державної реєстрації речових прав на нерухоме майно та їх обтяжень і державної реєстрації юридичних осіб, фізичних осіб – підприємців та громадських формувань, а також плата за надання інших платних послуг, пов’язаних з такою державною реєстрацією",1300000,NA,130075,Kyiv
2022-02-28,T,26000000000,22012900,"Плата за скорочення термінів надання послуг у сфері державної реєстрації речових прав на нерухоме майно та їх обтяжень і державної реєстрації юридичних осіб, фізичних осіб – підприємців та громадських формувань, а також плата за надання інших платних послуг, пов’язаних з такою державною реєстрацією",1300000,0,130075,Kyiv
2022-02-28,C,26000000000,22013200,Плата за ліцензії на право оптової торгівлі пальним,8000000,NA,540780,Kyiv
2022-02-28,T,26000000000,22013200,Плата за ліцензії на право оптової торгівлі пальним,8000000,0,540780,Kyiv
2022-02-28,C,26000000000,22013300,Плата за ліцензії на право роздрібної торгівлі пальним,100000,NA,38205.86,Kyiv
2022-02-28,T,26000000000,22013300,Плата за ліцензії на право роздрібної торгівлі пальним,100000,0,38205.86,Kyiv
2022-02-28,C,26000000000,22013400,Плата за ліцензії на право зберігання пального,500000,NA,148056.42,Kyiv
2022-02-28,T,26000000000,22013400,Плата за ліцензії на право зберігання пального,500000,0,148056.42,Kyiv
2022-02-28,C,26000000000,22080400,"Надходження від орендної плати за користування майновим комплексом та іншим майном, що перебуває в комунальній власності",150000000,NA,6000478.21,Kyiv
2022-02-28,T,26000000000,22080400,"Надходження від орендної плати за користування майновим комплексом та іншим майном, що перебуває в комунальній власності",150000000,0,6000478.21,Kyiv
2022-02-28,C,26000000000,22090100,"Державне мито, що сплачується за місцем розгляду та оформлення документів, у тому числі за оформлення документів на спадщину і дарування",17730000,NA,3461836.51,Kyiv
2022-02-28,T,26000000000,22090100,"Державне мито, що сплачується за місцем розгляду та оформлення документів, у тому числі за оформлення документів на спадщину і дарування",17730000,0,3461836.51,Kyiv
2022-02-28,C,26000000000,22090200,"Державне мито, не віднесене до інших категорій",1000000,NA,864.41,Kyiv
2022-02-28,T,26000000000,22090200,"Державне мито, не віднесене до інших категорій",1000000,0,864.41,Kyiv
2022-02-28,C,26000000000,22090300,"Державне мито за дії, пов'язані з одержанням патентів на об'єкти права інтелектуальної власності, підтриманням їх чинності та передаванням прав їхніми власниками",16470000,NA,4418747.44,Kyiv
2022-02-28,T,26000000000,22090300,"Державне мито за дії, пов'язані з одержанням патентів на об'єкти права інтелектуальної власності, підтриманням їх чинності та передаванням прав їхніми власниками",16470000,0,4418747.44,Kyiv
2022-02-28,C,26000000000,11010100,"Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати",26112711000,NA,4583538413.33,Kyiv
2022-02-28,T,26000000000,11010100,"Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати",26112711000,0,4583538413.33,Kyiv
2022-02-28,C,26000000000,11010200,"Податок на доходи фізичних осіб з грошового забезпечення, грошових винагород та інших виплат, одержаних військовослужбовцями та особами рядового і начальницького складу, що сплачується податковими агентами",1562173000,NA,229335005.69,Kyiv
2022-02-28,T,26000000000,11010200,"Податок на доходи фізичних осіб з грошового забезпечення, грошових винагород та інших виплат, одержаних військовослужбовцями та особами рядового і начальницького складу, що сплачується податковими агентами",1562173000,0,229335005.69,Kyiv
2022-02-28,C,26000000000,11010400,"Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж  заробітна плата",2001139000,NA,373982038.36,Kyiv
2022-02-28,T,26000000000,11010400,"Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж  заробітна плата",2001139000,0,373982038.36,Kyiv
2022-02-28,C,26000000000,11010500,"Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування",938572500,NA,89141487.53,Kyiv
2022-02-28,T,26000000000,11010500,"Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування",938572500,0,89141487.53,Kyiv
2022-02-28,C,26000000000,11020200,Податок на прибуток підприємств та фінансових установ комунальної власності,110925000,NA,8450981.02,Kyiv
2022-02-28,T,26000000000,11020200,Податок на прибуток підприємств та фінансових установ комунальної власності,110925000,0,8450981.02,Kyiv
2022-02-28,C,26000000000,11020300,"Податок на прибуток підприємств, створених за участю іноземних інвесторів",1143445000,NA,143204373.59,Kyiv
2022-02-28,T,26000000000,11020300,"Податок на прибуток підприємств, створених за участю іноземних інвесторів",1143445000,0,143204373.59,Kyiv
2022-02-28,C,26000000000,11020500,Податок на прибуток іноземних юридичних осіб,478832000,NA,68281259.39,Kyiv
2022-02-28,T,26000000000,11020500,Податок на прибуток іноземних юридичних осіб,478832000,0,68281259.39,Kyiv
2022-02-28,C,26000000000,11020600,"Податок на прибуток банківських організацій, включаючи філіали аналогічних організацій, розташованих на території України",761497000,NA,147039983.98,Kyiv
2022-02-28,T,26000000000,11020600,"Податок на прибуток банківських організацій, включаючи філіали аналогічних організацій, розташованих на території України",761497000,0,147039983.98,Kyiv
2022-02-28,C,26000000000,11020700,"Податок на прибуток страхових організацій, включаючи філіали аналогічних організацій, розташованих на території України",140882000,NA,6691330.79,Kyiv
2022-02-28,T,26000000000,11020700,"Податок на прибуток страхових організацій, включаючи філіали аналогічних організацій, розташованих на території України",140882000,0,6691330.79,Kyiv
2022-02-28,C,26000000000,11021000,"Податок на прибуток підприємств, який сплачують інші платники",3173349000,NA,243557514.85,Kyiv
2022-02-28,T,26000000000,11021000,"Податок на прибуток підприємств, який сплачують інші платники",3173349000,0,243557514.85,Kyiv
2022-02-28,C,26000000000,11021600,"Податок на прибуток фінансових установ, включаючи філіали аналогічних організацій, розташованих на території України, за винятком страхових організацій",67070000,NA,11952076.11,Kyiv
2022-02-28,T,26000000000,11021600,"Податок на прибуток фінансових установ, включаючи філіали аналогічних організацій, розташованих на території України, за винятком страхових організацій",67070000,0,11952076.11,Kyiv
2022-02-28,C,26000000000,13010200,"Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування)",0,NA,279736.8,Kyiv
2022-02-28,T,26000000000,13010200,"Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування)",0,0,279736.8,Kyiv
2022-02-28,C,26000000000,13020100,Рентна плата за спеціальне використання води (крім рентної плати за спеціальне використання води водних об'єктів місцевого значення),14750000,NA,4214063.07,Kyiv
2022-02-28,T,26000000000,13020100,Рентна плата за спеціальне використання води (крім рентної плати за спеціальне використання води водних об'єктів місцевого значення),14750000,0,4214063.07,Kyiv
2022-02-28,C,26000000000,13020200,Рентна плата за спеціальне використання води водних об'єктів місцевого значення,0,NA,3768.52,Kyiv
2022-02-28,T,26000000000,13020200,Рентна плата за спеціальне використання води водних об'єктів місцевого значення,0,0,3768.52,Kyiv
2022-02-28,C,26000000000,13020400,Надходження рентної плати за спеціальне використання води від підприємств житлово-комунального господарства,13630000,NA,2282831.04,Kyiv
2022-02-28,T,26000000000,13020400,Надходження рентної плати за спеціальне використання води від підприємств житлово-комунального господарства,13630000,0,2282831.04,Kyiv
2022-02-28,C,26000000000,13020600,Рентна плата за спеціальне використання води в частині використання поверхневих вод для потреб водного транспорту (крім стоянкових і службово-допоміжного флотів),1320000,NA,356888.98,Kyiv
2022-02-28,T,26000000000,13020600,Рентна плата за спеціальне використання води в частині використання поверхневих вод для потреб водного транспорту (крім стоянкових і службово-допоміжного флотів),1320000,0,356888.98,Kyiv
2022-02-28,C,26000000000,13030100,Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення,5710000,NA,1551346.96,Kyiv
2022-02-28,T,26000000000,13030100,Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення,5710000,0,1551346.96,Kyiv
2022-02-28,C,26000000000,13040100,Рентна плата за користування надрами для видобування корисних копалин місцевого значення,0,NA,1158384.84,Kyiv
2022-02-28,T,26000000000,13040100,Рентна плата за користування надрами для видобування корисних копалин місцевого значення,0,0,1158384.84,Kyiv
2022-02-28,C,26000000000,13040200,"Рентна плата за користування надрами в цілях, не пов'язаних з видобуванням корисних копалин",0,NA,1556.35,Kyiv
2022-02-28,T,26000000000,13040200,"Рентна плата за користування надрами в цілях, не пов'язаних з видобуванням корисних копалин",0,0,1556.35,Kyiv
2022-02-28,C,26000000000,13070200,Плата за спеціальне використання рибних та інших водних ресурсів,823000,NA,76600.08,Kyiv
2022-02-28,T,26000000000,13070200,Плата за спеціальне використання рибних та інших водних ресурсів,823000,0,76600.08,Kyiv
2022-02-28,C,26000000000,14021900,Пальне,180000000,NA,0,Kyiv
2022-02-28,T,26000000000,14021900,Пальне,180000000,0,0,Kyiv
2022-02-28,C,26000000000,14031900,Пальне,620000000,NA,0,Kyiv
2022-02-28,T,26000000000,14031900,Пальне,620000000,0,0,Kyiv
2022-02-28,C,26000000000,14040000,Акцизний податок з реалізації суб’єктами господарювання роздрібної торгівлі підакцизних товарів,1561741000,NA,249031292.55,Kyiv
2022-02-28,T,26000000000,14040000,Акцизний податок з реалізації суб’єктами господарювання роздрібної торгівлі підакцизних товарів,1561741000,0,249031292.55,Kyiv
2022-02-28,C,26000000000,16012200,"Місцеві податки, нараховані до 1 січня 2011 року",0,NA,73.1,Kyiv
2022-02-28,T,26000000000,16012200,"Місцеві податки, нараховані до 1 січня 2011 року",0,0,73.1,Kyiv
2022-02-28,C,26000000000,18010100,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості",63944200,NA,23850567.04,Kyiv
2022-02-28,T,26000000000,18010100,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості",63944200,0,23850567.04,Kyiv
2022-02-28,C,26000000000,18010200,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості",171749800,NA,14840440.18,Kyiv
2022-02-28,T,26000000000,18010200,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості",171749800,0,14840440.18,Kyiv
2022-02-28,C,26000000000,18010300,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості",107774800,NA,10535350.7,Kyiv
2022-02-28,T,26000000000,18010300,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості",107774800,0,10535350.7,Kyiv
2022-02-28,C,26000000000,18010400,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості",1706244800,NA,398939974.68,Kyiv
2022-02-28,T,26000000000,18010400,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості",1706244800,0,398939974.68,Kyiv
2022-02-28,C,26000000000,18010500,Земельний податок з юридичних осіб,1963045200,NA,270637343.92,Kyiv
2022-02-28,T,26000000000,18010500,Земельний податок з юридичних осіб,1963045200,0,270637343.92,Kyiv
2022-02-28,C,26000000000,18010600,Орендна плата з юридичних осіб,3086402600,NA,429298071.48,Kyiv
2022-02-28,T,26000000000,18010600,Орендна плата з юридичних осіб,3086402600,0,429298071.48,Kyiv
2022-02-28,C,26000000000,18010700,Земельний податок з фізичних осіб,39849100,NA,3143357.78,Kyiv
2022-02-28,T,26000000000,18010700,Земельний податок з фізичних осіб,39849100,0,3143357.78,Kyiv
2022-02-28,C,26000000000,18010900,Орендна плата з фізичних осіб,31192100,NA,2682980.2,Kyiv
2022-02-28,T,26000000000,18010900,Орендна плата з фізичних осіб,31192100,0,2682980.2,Kyiv
2022-02-28,S,13563000000,19050200,Інші збори за забруднення навколишнього природного середовища до Фонду охорони навколишнього природного середовища,0,0,30,Lviv
2022-02-28,T,13563000000,19050200,Інші збори за забруднення навколишнього природного середовища до Фонду охорони навколишнього природного середовища,0,0,30,Lviv
2022-02-28,S,13563000000,19050300,Надходження від сплати збору за забруднення навколишнього природного середовища фізичними особами,0,0,10,Lviv
2022-02-28,T,13563000000,19050300,Надходження від сплати збору за забруднення навколишнього природного середовища фізичними особами,0,0,10,Lviv
2022-02-28,C,13563000000,19090500,"Податки та збори, не віднесені до інших категорій",0,NA,748,Lviv
2022-02-28,T,13563000000,19090500,"Податки та збори, не віднесені до інших категорій",0,0,748,Lviv
2022-02-28,C,13563000000,21010300,"Частина чистого прибутку (доходу) комунальних унітарних підприємств та їх об'єднань, що вилучається до відповідного місцевого бюджету",6700000,NA,53350,Lviv
2022-02-28,T,13563000000,21010300,"Частина чистого прибутку (доходу) комунальних унітарних підприємств та їх об'єднань, що вилучається до відповідного місцевого бюджету",6700000,0,53350,Lviv
2022-02-28,C,13563000000,21050000,Плата за розміщення тимчасово вільних коштів місцевих бюджетів,28500000,NA,196127.13,Lviv
2022-02-28,T,13563000000,21050000,Плата за розміщення тимчасово вільних коштів місцевих бюджетів,28500000,0,196127.13,Lviv
2022-02-28,C,13563000000,21080900,"Штрафні санкції за порушення законодавства про патентування, за порушення норм регулювання обігу готівки та про застосування реєстраторів розрахункових операцій у сфері торгівлі, громадського харчування та послуг",0,NA,1020,Lviv
2022-02-28,T,13563000000,21080900,"Штрафні санкції за порушення законодавства про патентування, за порушення норм регулювання обігу готівки та про застосування реєстраторів розрахункових операцій у сфері торгівлі, громадського харчування та послуг",0,0,1020,Lviv
2022-02-28,C,13563000000,21081100,Адміністративні штрафи та інші санкції,32000000,NA,4887394.92,Lviv
2022-02-28,T,13563000000,21081100,Адміністративні штрафи та інші санкції,32000000,0,4887394.92,Lviv
2022-02-28,C,13563000000,21081500,Адміністративні штрафи та штрафні санкції за порушення законодавства у сфері виробництва та обігу алкогольних напоїв та тютюнових виробів,2300000,NA,92857.75,Lviv
2022-02-28,T,13563000000,21081500,Адміністративні штрафи та штрафні санкції за порушення законодавства у сфері виробництва та обігу алкогольних напоїв та тютюнових виробів,2300000,0,92857.75,Lviv
2022-02-28,C,13563000000,21081700,Плата за встановлення земельного сервітуту,3800000,NA,514634.67,Lviv
2022-02-28,T,13563000000,21081700,Плата за встановлення земельного сервітуту,3800000,0,514634.67,Lviv
2022-02-28,C,13563000000,21082400,"Кошти гарантійного та реєстраційного внесків, що визначені Законом України ""Про оренду державного та комунального майна"", які підлягають перерахуванню оператором електронного майданчика до відповідного бюджету",800000,NA,50372.8,Lviv
2022-02-28,T,13563000000,21082400,"Кошти гарантійного та реєстраційного внесків, що визначені Законом України ""Про оренду державного та комунального майна"", які підлягають перерахуванню оператором електронного майданчика до відповідного бюджету",800000,0,50372.8,Lviv
2022-02-28,C,13563000000,22010300,"Адміністративний збір за проведення державної реєстрації юридичних осіб,  фізичних осіб – підприємців та громадських формувань",3300000,NA,506043.84,Lviv
2022-02-28,T,13563000000,22010300,"Адміністративний збір за проведення державної реєстрації юридичних осіб,  фізичних осіб – підприємців та громадських формувань",3300000,0,506043.84,Lviv
2022-02-28,C,13563000000,22012500,Плата за надання інших адміністративних послуг,45800000,NA,8497333.13,Lviv
2022-02-28,T,13563000000,22012500,Плата за надання інших адміністративних послуг,45800000,0,8497333.13,Lviv
2022-02-28,C,13563000000,22012600,Адміністративний збір за державну реєстрацію речових прав на нерухоме майно та їх обтяжень,3400000,NA,324688.1,Lviv
2022-02-28,T,13563000000,22012600,Адміністративний збір за державну реєстрацію речових прав на нерухоме майно та їх обтяжень,3400000,0,324688.1,Lviv
2022-02-28,C,13563000000,22012900,"Плата за скорочення термінів надання послуг у сфері державної реєстрації речових прав на нерухоме майно та їх обтяжень і державної реєстрації юридичних осіб, фізичних осіб – підприємців та громадських формувань, а також плата за надання інших платних послуг, пов’язаних з такою державною реєстрацією",400000,NA,52004.3,Lviv
2022-02-28,T,13563000000,22012900,"Плата за скорочення термінів надання послуг у сфері державної реєстрації речових прав на нерухоме майно та їх обтяжень і державної реєстрації юридичних осіб, фізичних осіб – підприємців та громадських формувань, а також плата за надання інших платних послуг, пов’язаних з такою державною реєстрацією",400000,0,52004.3,Lviv
2022-02-28,C,13563000000,22080400,"Надходження від орендної плати за користування майновим комплексом та іншим майном, що перебуває в комунальній власності",72100000,NA,9394304.28,Lviv
2022-02-28,T,13563000000,22080400,"Надходження від орендної плати за користування майновим комплексом та іншим майном, що перебуває в комунальній власності",72100000,0,9394304.28,Lviv
2022-02-28,C,13563000000,22090100,"Державне мито, що сплачується за місцем розгляду та оформлення документів, у тому числі за оформлення документів на спадщину і дарування",6420000,NA,302568.37,Lviv
2022-02-28,T,13563000000,22090100,"Державне мито, що сплачується за місцем розгляду та оформлення документів, у тому числі за оформлення документів на спадщину і дарування",6420000,0,302568.37,Lviv
2022-02-28,C,13563000000,22090200,"Державне мито, не віднесене до інших категорій",185000,NA,99.45,Lviv
2022-02-28,T,13563000000,22090200,"Державне мито, не віднесене до інших категорій",185000,0,99.45,Lviv
2022-02-28,C,13563000000,22090400,"Державне мито, пов'язане з видачею та оформленням закордонних паспортів (посвідок) та паспортів громадян України",305000,NA,54281,Lviv
2022-02-28,T,13563000000,22090400,"Державне мито, пов'язане з видачею та оформленням закордонних паспортів (посвідок) та паспортів громадян України",305000,0,54281,Lviv
2022-02-28,C,13563000000,24060300,Інші надходження,52600000,NA,3028402.94,Lviv
2022-02-28,T,13563000000,24060300,Інші надходження,52600000,0,3028402.94,Lviv
2022-02-28,S,13563000000,24062100,"Грошові стягнення за шкоду, заподіяну порушенням законодавства про охорону навколишнього природного середовища внаслідок господарської та іншої діяльності",0,0,265.11,Lviv
2022-02-28,T,13563000000,24062100,"Грошові стягнення за шкоду, заподіяну порушенням законодавства про охорону навколишнього природного середовища внаслідок господарської та іншої діяльності",0,0,265.11,Lviv
2022-02-28,C,13563000000,24062200,"Кошти за шкоду, що заподіяна на земельних ділянках державної та комунальної власності, які не надані у користування та не передані у власність, внаслідок їх самовільного зайняття, використання не за цільовим призначенням, зняття ґрунтового покриву (родючого шару ґрунту) без спеціального дозволу, відшкодування збитків за погіршення якості ґрунтового покриву тощо та за неодержання доходів у зв'язку з тимчасовим невикористанням земельних ділянок",6100000,NA,271670.99,Lviv
2022-02-28,T,13563000000,24062200,"Кошти за шкоду, що заподіяна на земельних ділянках державної та комунальної власності, які не надані у користування та не передані у власність, внаслідок їх самовільного зайняття, використання не за цільовим призначенням, зняття ґрунтового покриву (родючого шару ґрунту) без спеціального дозволу, відшкодування збитків за погіршення якості ґрунтового покриву тощо та за неодержання доходів у зв'язку з тимчасовим невикористанням земельних ділянок",6100000,0,271670.99,Lviv
2022-02-28,S,13563000000,24110700,"Плата за гарантії, надані Верховною Радою Автономної Республіки Крим, міськими та обласними радами",0,0,431,Lviv
2022-02-28,T,13563000000,24110700,"Плата за гарантії, надані Верховною Радою Автономної Республіки Крим, міськими та обласними радами",0,0,431,Lviv
2022-02-28,S,13563000000,24110900,"Відсотки за користування довгостроковим кредитом, що надається з місцевих бюджетів молодим сім'ям та одиноким молодим громадянам на будівництво (реконструкцію) та придбання житла",0,0,23058.04,Lviv
2022-02-28,T,13563000000,24110900,"Відсотки за користування довгостроковим кредитом, що надається з місцевих бюджетів молодим сім'ям та одиноким молодим громадянам на будівництво (реконструкцію) та придбання житла",0,0,23058.04,Lviv
2022-02-28,S,13563000000,24170000,Надходження коштів пайової участі у розвитку інфраструктури населеного пункту,0,0,3565882.33,Lviv
2022-02-28,T,13563000000,24170000,Надходження коштів пайової участі у розвитку інфраструктури населеного пункту,0,0,3565882.33,Lviv
2022-02-28,S,13563000000,25010000,"Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством",136110700,136234669.21,17877720.58,Lviv
2022-02-28,T,13563000000,25010000,"Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством",136110700,136234669.21,17877720.58,Lviv
2022-02-28,S,13563000000,25020000,Інші джерела власних надходжень бюджетних установ,0,3758189.46,3132912.1,Lviv
2022-02-28,T,13563000000,25020000,Інші джерела власних надходжень бюджетних установ,0,3758189.46,3132912.1,Lviv
2022-02-28,S,13563000000,31030000,"Кошти від відчуження майна, що належить Автономній Республіці Крим та майна, що перебуває в комунальній власності",340000000,0,9321164.25,Lviv
2022-02-28,T,13563000000,31030000,"Кошти від відчуження майна, що належить Автономній Республіці Крим та майна, що перебуває в комунальній власності",340000000,0,9321164.25,Lviv
2022-02-28,S,13563000000,33010100,"Кошти від продажу земельних ділянок несільськогосподарського призначення, що перебувають у державній або комунальній власності, та земельних ділянок, які знаходяться на території Автономної Республіки Крим",487000000,0,14863918.97,Lviv
